name,address,state,activity_type,installed_capacity_mta,status,source
General Technologies India Pvt Ltd,"Plot No. MBP-2, Building No.A-1, Office No. 1213, 12th Floor, Rupa Solitaire Building, TTC Industrial Area, Mahape, Dist. Thane",Maharashtra,E-waste recycler/dismantler,100,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
GNG Electronics Pvt. Ltd.,"Sr. No. 54, Hissa No. Dahisar Rd, Pimpri, Tal. & Dist. - Thane",Maharashtra,E-waste recycler/dismantler,750,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Go Green Recycling,"Unit No. 75/66, Hasti Industrial Estate, TTC Industrial Area, Mahape, Navi Mumbai",Maharashtra,E-waste recycler/dismantler,150,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Grade Infratech Pvt. Ltd.,"Gut No. 849, Near Mahindra CIE, Ambethan Chakan, Village Chakan, Tal. Khed, Dist. Pune",Maharashtra,E-waste recycler/dismantler,300,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Green Enviro Services,"118/1, Wasali, Tal. Khed, Dist. Pune",Maharashtra,E-waste recycler/dismantler,700,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
GREEN INDIA E-WASTE & RECYCLING OPC PVT. LTD.,"SURVEY NO. 74, HISSA NO. 1/A, House No. 500, POST-DAHISAR, District - Thane",Maharashtra,E-waste recycler/dismantler,390,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Green IT Recycling Center Pvt Ltd,"Plot No. D-222, MIDC Ranjangaon, Dist.- Pune - 412209",Maharashtra,E-waste recycler/dismantler,365,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Green IT Recycling Centre Pvt. Ltd.,"Gat No. 207, Plot No. 3 & 4, Near Scienunero Company, Near PMT Depot, Shindewadi, Tal. Bhor, Dist. Pune",Maharashtra,E-waste recycler/dismantler,1000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
GREEN PLANET RECYCLING SOLUTIONS,"SURVAY NO 72/1/A, AT BHANDARLI, DHASAR MORI, OLD MUMBRA PANVEL ROAD, TAL THANE, DIST THANE - 400612",Maharashtra,E-waste recycler/dismantler,550,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Green Tech Solution Industries,"Gat No. 83/1, A/p. Wakhari, tal. Pandharpur, Dist. Solapur 413304",Maharashtra,E-waste recycler/dismantler,250,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Green Valley E Waste Management Pvt Ltd,"Gut No. 525/10, Village-Ghosai, Saza-Met, Tal. Wada, Ghonsai, Palghar - 421312",Maharashtra,E-waste recycler/dismantler,596,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Greenscape Eco Management Private Limited,"MIDC Chakan Industrial Area (Ph-II), Pune - 410501",Maharashtra,E-waste recycler/dismantler,900,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Hari Om Scrap Traders,"957/43, K.P. 2nd Lane, S. P. Road, Opp. Om Namahshivaya Bldg. Mumbai Central, Mumbai",Maharashtra,E-waste recycler/dismantler,49.5,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Harshita Green Recyclers,"Gat No. 452, Urse Talegaon Dhabade, Tal. Maval, Dist. Pune",Maharashtra,E-waste recycler/dismantler,500,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Indian Scrap Traders,"Survey No. 11, Hissa No. 3/A, Ghusia Market, Gala no: 661, Vill: Pimpari, Post: Dahisar Dist: Thane",Maharashtra,E-waste recycler/dismantler,200,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
J Choudhary & Company,"Sr. No. 67/3, Pipewal Lane Mohammadiya Estate, Pimpri Old Mumbai Pune Road, pimpri, Thane 400612",Maharashtra,E-waste recycler/dismantler,500,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
J.S.Enterprises,"Gat No-132, Khalumbre, Chakan - 410501",Maharashtra,E-waste recycler/dismantler,650,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
JRS Recycling Solutions Pvt. Ltd.,"Gala No. 428, S. No. 74, Hissa No. 2A, Garib Nawaz Estate, Old Mumbai Pune Road, Dahisar, Dist. Thane",Maharashtra,E-waste recycler/dismantler,300,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Just Dispose Recycling Pvt. Ltd.,"Unit No: 103,110,119, Arvind Industrial Estate, Navghar, Vasai (E), Dist: Thane",Maharashtra,E-waste recycler/dismantler,1200,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
K. G. N. Traders,"Survey No. 11, Hissa No. 30, Gausiya Market, Village- Pimpri, Post-Dahisar, Dist. Thane - 400612",Maharashtra,E-waste recycler/dismantler,900,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Kalawishwa Electrical,"B-47 (Sub letting), MIDC Waluj, Dist. Aurangabad 431136",Maharashtra,E-waste recycler/dismantler,300,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Kapila Enterprises,"Gat No. 46/3, At. Post. Supa, Tal. Parner, Dist: Ahmednagar",Maharashtra,E-waste recycler/dismantler,250,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Kohinoor E-Waste Recycling Pvt. Ltd.,"Gut No. 205/1 and 205/2, Opp. Gurudatta Washing Centre, Dhekhu, Khalapur, Dist. Raigad",Maharashtra,E-waste recycler/dismantler,240,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
KRISHNA METAL REFINERY,"Plot No.1-2/143, Sapronde Village, Taluka - Wada, District-Thane - 400086",Maharashtra,E-waste recycler/dismantler,750,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Kuldeep E-Waste Disposals,"Sr. No. 50, Waghjainagar, Mabegaon Khurd, Katraj-Ambegaon Road, Katraj, Pune - 411046",Maharashtra,E-waste recycler/dismantler,90,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Lilashana Sales,"Ramdas Company, Nandra Road, khamgaon, Dist. Buldhana",Maharashtra,E-waste recycler/dismantler,360,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
MAC FIX STATION,"OFFICE NO 201, MAKHIJA ARCADE, 35TH ROAD, KHAR BANDRA LINKING ROAD, Bandra, Mumbai Suburban - 400052",Maharashtra,E-waste recycler/dismantler,800,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Mahalaxmi E-Recyclers Pvt. Ltd.,"Plot NO.77 & 78, Subplot No. 3A, Ramtekde Industrial Area, Hadapsar, Tal. Haveli, Dist. Pune",Maharashtra,E-waste recycler/dismantler,525,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Maharashtra Enterprises,"Plot No. 17, Rangara Industrial estate, Kiravali (Adivali), Old Thane Pune Road, Tal. Panvel, Dist. Raigad",Maharashtra,E-waste recycler/dismantler,500,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Mahesh Traders,"Plot No. 316, Shree Shahu Market Yard, Tal. Karveer, Dist. Kolhapur",Maharashtra,E-waste recycler/dismantler,107,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Manihar Enterprises,"Survey No. 74, Village Goteghar, Tal. Thane, Dist. Thane",Maharashtra,E-waste recycler/dismantler,1000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Manish Metal,"Gat No 925, Near Ashtekar Bangla, A/P- Theur, Dist- Pune - 412110",Maharashtra,E-waste recycler/dismantler,550,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Map Trading Company,"Gat No. 670, Villoli, Tal. & Dist. Nashik 422010",Maharashtra,E-waste recycler/dismantler,500,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Masstech Recycling LLP,"Gala no 56, 58, 59 & 82, M.J.K. Compound, Kherani Road, Sakinaka, Mumbai - 400072",Maharashtra,E-waste recycler/dismantler,400,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Mauli Metals,"Gut No. 222, At Kadachi Wadi, Post Chakan, Tal. Khed, Dist. Pune",Maharashtra,E-waste recycler/dismantler,360,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Mayra Corporation,"Plot No. C-157, MIDC Malegaon, Tal. Sinnar, Dist. Nashik",Maharashtra,E-waste recycler/dismantler,30,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Mukesh Metal,"Sr. No. 93, Hissa No. 1, Behind Deepesh Lodge Gotegar Uttarshiv, Mumbra Road, Dist. Thane",Maharashtra,E-waste recycler/dismantler,400,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Nagraj E-Waste Recycling,S.No.41 Vill Asoli Mouza Mahalgaon Tah Kamptee Dist Nagpur - 441202,Maharashtra,E-waste recycler/dismantler,1800,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
National Traders,"S. No. 103/1/2, Undri-Saswad Road, Autade, Handewadi, Tal. Haveli, Dist. Pune",Maharashtra,E-waste recycler/dismantler,250,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
National Trading Corporation,"S. No. 56/1, Plot No. 18 & 19, Old Mumbai-Panvel Road, Village Pimpri, Tal. & Dist. Thane",Maharashtra,E-waste recycler/dismantler,140,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Navkar Recycling,"Sr. No. 69, Hissa No. 15, Mahamadiya Estate, Mumbai Panvel Road, Post. Dahisar, Dist.Thane",Maharashtra,E-waste recycler/dismantler,1000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
New Ecotech Recycling,"Survey no. 136, Hissa no. 364, At Post-Khaniwade, Taluka-Vasai, District- Palghar Pincode -401305",Maharashtra,E-waste recycler/dismantler,300,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
New India Scrap Traders,"Plot No. 31/E, Ashok Nagar, Dist. Aurangabad",Maharashtra,E-waste recycler/dismantler,150,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
New Shivam Enteprises,"Gala No. 326, At. Post. Khandale, Near Suruchi Dairy, Dist. Pune",Maharashtra,E-waste recycler/dismantler,4800,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
NICHOLAS RECYCLING PRIVATE LIMITED,"Nicholas Compound, Sativali Road, Valiv",Maharashtra,E-waste recycler/dismantler,500,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Noble Trading Company,"S. No. 11, Hissa No. 23, Gausiya Market, Village Pimpari, Old M. P. Road, Tal. & Dist. Thane",Maharashtra,E-waste recycler/dismantler,265,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Om Recycling,"19/2 Mangalwa Peth, Peth, Dist. Pune",Maharashtra,E-waste recycler/dismantler,100,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
OM R V Interiors,"S. N. 92, Hissa No. 3, At Pelhar, Tal. Vasai, Dist Palghar",Maharashtra,E-waste recycler/dismantler,250,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Pakeeza Traders,"Plot No. 406, 407, 408, At. Soyapur, Tal. & Dist. Aurangabad",Maharashtra,E-waste recycler/dismantler,720,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Perfect E-Waste Recyclers,"Plot No. A-8/1, MIDC Chikhalthana, Tal. & Dist. Aurangabad",Maharashtra,E-waste recycler/dismantler,184,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Poona E-Waste Solutions,"1/1009, Gat No. 2334/4, Wagholi, Pune 412207",Maharashtra,E-waste recycler/dismantler,250,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Prabhunath Traders,"Sr. No. 314, H. No. 2, uril Devachi, Tal. Haveli, Dist. Pune",Maharashtra,E-waste recycler/dismantler,1680,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Process Recycling,"Gala No,2, S.No 302, Richard Compound Near Maharashtra Vajan Kata, umang pharma road vasai phata, Dist. Palghar",Maharashtra,E-waste recycler/dismantler,125,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Progressive Recycler LLP.,"MIDC Chakan Industrial area (PH-II), D-45, Tal:- khed, Dist:-Pune",Maharashtra,E-waste recycler/dismantler,295,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Pune Greens Electronic Waste Recycler Pvt. Ltd.,"Sr. No. 63/1, B-4/1, Handewadi Road, Hadapsar, Pune",Maharashtra,E-waste recycler/dismantler,500,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
R T Corporation,"S.No.377, H.No.2, Ambisi Ganeshpuri Road, Village- Palsai, Tal: Wada, Dist-Palghar",Maharashtra,E-waste recycler/dismantler,3000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
R.K. E-Recycling International LLP,"Gala no.-2, Tirupati Industrial Park, Sativali Road, Vasai East- 401208",Maharashtra,E-waste recycler/dismantler,130,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Rcube Recycling Pvt Ltd.,"Shree Ganesh Indl Estate, Vasai Palghat, Khairpada, Palghar -401330",Maharashtra,E-waste recycler/dismantler,230,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Recycling Future,"S. No. 169, Bhangarpada, Post Kundevahll, Tal. Panvel. Dist. Raigad",Maharashtra,E-waste recycler/dismantler,500,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Regreen Recycling,"FLT 205, POCKET 5, GANESHWADI CHS LTD., BLDG 5, BHIM NAGAR MIDC ANDHERI EAST, Mumbai Suburban - 400093",Maharashtra,E-waste recycler/dismantler,120,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Reteck Envirotech Pvt. Ltd.,"Plot No. 4 A, MIDC Taloja, Tal. Panvel, Dist. Raigad",Maharashtra,E-waste recycler/dismantler,2500,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Right E-waste Recycle,"S. No. 40/2/C, 40/3, Nashik Highway, Kalyan Sape Road, Tal. Bhiwandi. Dist. Thane",Maharashtra,E-waste recycler/dismantler,400,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Rolex Entrprises,"Survey No. 218, Hissa No. 4/1, Dahisar, Navi Mumbai",Maharashtra,E-waste recycler/dismantler,500,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Royal Scrap Traders,"Gut No. 23, Plot No. 8, Mayurnagar, Naregaon, Dist. Aurangabad",Maharashtra,E-waste recycler/dismantler,230,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
S. S. E-Waste Recyclers,"Gut No. 442, Village Usar, Kondla Road, Tal. Wada, Dist. Palghar 421312",Maharashtra,E-waste recycler/dismantler,1500,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
S.K. Enterprises,"Plot No: 134 Paiki Sub Plot No.-1, Ahmednagar Industrial Estate Co-Op. Society Ltd, Nagpur-Pune Road, Ta & Dist - Ahmedanagar-414005",Maharashtra,E-waste recycler/dismantler,5000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
S K Enterprises,"S. No. 77, Hissa No. 1, Hindustan Market, Dieghar, Tal. Shil, Dist. Thane",Maharashtra,E-waste recycler/dismantler,300,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
S. N. Brothers,"S. No. 305, Dongaripada, Near Classic Company, Vasai-Virar (M. Corp.), Dist Palghar",Maharashtra,E-waste recycler/dismantler,180,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Saani Enterprises,"Gut No. 64, Plot No. 65, Mahal Pimpri, Dist. Aurangabad",Maharashtra,E-waste recycler/dismantler,1200,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Sadab Traders,"Plot No. 1154, Gat No. 140/2A/1, Village Vilholi, Behind Jain Temple, Tal & Dist. Nashik - 422010",Maharashtra,E-waste recycler/dismantler,300,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
SAHARA ENTERPRISES,"GAT N0 65 DEHU ALANDI ROAD, CHIKHALI, TAL.HAVELI DIST.PUNE - 411062",Maharashtra,E-waste recycler/dismantler,160,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Sahara Traders,"Gala No. 1, Ground Floor, Kalyan Road, Temghar, Tal. Bhiwandi, Dist. Thane",Maharashtra,E-waste recycler/dismantler,700,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Sayma E-Waste Solutions,"S. No. 323, Hissa no. 3, A Plot No. B-27, Urali Devashi, Tal. Haveli, Pune",Maharashtra,E-waste recycler/dismantler,335,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Scape E Recycler Private Limited,"Near Bus Stand, Behind Hotel Chandralok, Shikshak Colony, Purna Dist. Parbhani, Purna, Parbhani - 431511",Maharashtra,E-waste recycler/dismantler,235,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Shabbir Traders,"Plot No. P/15 & 16, Sr. No. 119/120/121, Balaji Industrial Park, Behind Hindalco, Vill. Tondre, Tal. Panvel, Dist. Raigad",Maharashtra,E-waste recycler/dismantler,300,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Shifa Traders,"Gut No. 63, Dehu Moshi Road, Kudalwadi, Chikhali, Tal. Mulshi, Dist. Pune",Maharashtra,E-waste recycler/dismantler,300,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Sigma Enterprises,"Plot No. 5 & Gut No. 54/0, Adiwali, Tal. Panvel, Raigad",Maharashtra,E-waste recycler/dismantler,350,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
SK E-Waste Disposal,"Gat No. 116, Fine Weight Bridge, Jadhavwadi, Chikhali, Tal: Haveli, Dist: Pune",Maharashtra,E-waste recycler/dismantler,250,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
SOLAPUR ECON RECYFINE,"PLOT NO. K-47 MIDC CHINCHOLI, Taluka - MOHOL, Chincholikati, Solapur - 413255",Maharashtra,E-waste recycler/dismantler,750,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Spas Computers Pvt. Ltd.,"7 & 12, Hema Industrial Estate, Premises, Cos Ltd. Sarvodaya Nagar, Rajmata Jijai Road, Jogeshwari E",Maharashtra,E-waste recycler/dismantler,500,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Star Envo Recycling (I) Private Limited,"Gala No 3, Survey No. 11, Hissa No. 1/1, Choudhary Compound, Wakanpada, Pelhar, Waliv, Vasai (E), Tal. Vasai, Dist. Palghar",Maharashtra,E-waste recycler/dismantler,250,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Sultan Disposal Stores,"S. No. 28/2A/B, Undri, Opp. R Point, Pune Saswad Road, Tal. Haveli, Dist. Pune 411028",Maharashtra,E-waste recycler/dismantler,600,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Suritex Pvt.Ltd.,"Plot No. B-111, MIDC Industrial Area, Butibori, District - Nagpur",Maharashtra,E-waste recycler/dismantler,360,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
THE2BROS,"70 AS KURLA ANDHERI ROAD, OPP JARIMARI TEMPLE, Chandivali, Mumbai Suburban - 400072",Maharashtra,E-waste recycler/dismantler,275,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Trekomac Refurbs Pvt. Ltd.,"Plot No, G-3, Five Star MIDC Kagal Hatkanangale, Tal. Kagal, Dist. Kolhapur",Maharashtra,E-waste recycler/dismantler,400,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Unity Enterprises,"Gut No. 1745. Ranjangaon Ganpati, Tal. Shirur, Dist. Pune",Maharashtra,E-waste recycler/dismantler,1200,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Universal Waste Management,"Gala No. B-10, D. P. K. Compound, Khairani Road, Sakinaka, Mumbai - 400072",Maharashtra,E-waste recycler/dismantler,310,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Vatsala Enterprises,"Gut. No. 183-6, Village Rajapur, Tal. Sangamner, Dist. Ahmednagar",Maharashtra,E-waste recycler/dismantler,280,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Vora Computers Pvt. Ltd.,"1B, Lara Apartments, Sadhu Vaswani Chowk, Hotel Woodland Lane, 1/D/3, Tal. & Dist. Pune",Maharashtra,E-waste recycler/dismantler,50,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Wonder Print Technologies,"Plot No. M-36, MIDC Ambad, Dist. Nashik",Maharashtra,E-waste recycler/dismantler,300,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Yasin Scrap,"Gut No. 546, Shed No. 1, Jadhav Vasti, Village Wagholi, Tal. Haveli, Dist. Pune",Maharashtra,E-waste recycler/dismantler,200,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Unique Eco Recycle,"Plot No. 26, Industrial Area, Palda, Indore (Madhya Pradesh)",Madhya Pradesh,E-waste recycler/dismantler,6000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Moonstar Enterprises Pvt. Ltd.,"Plot No. 24/A, 24/D, 24/A-1, 21/D, 21/E, 21/E-1, Sector-B, Sanwer Road, Industrial Area Indore (MP)",Madhya Pradesh,E-waste recycler/dismantler,3600,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Prometheus Recycling Private Limited,"786/4, 799/1, 800, Dilawar Ka pura, Susera, Tal: Gird Dist: Gwalior, SIDC",Madhya Pradesh,E-waste recycler/dismantler,4000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Sani Clean (P) Ltd.,"Plot No. 802/947, at Tangiapada, Niala, Dist-Khurda",Orissa,E-waste recycler/dismantler,3000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Varun infra Steel Pvt. Ltd.,"Plot No. 1991/3942, At/P.O. Brahmani Tarang, Vedvyas, Rourkela-769004, Dist-Sundargarh",Orissa,E-waste recycler/dismantler,730,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Jagannath E-Waste Recyclers,"At-Pinchuli, P.O. Purushottampur, Dist-Ganjam",Orissa,E-waste recycler/dismantler,500,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
P K Enterprises,"Plot No.293/525, Khata No.127/4 At /P.O. Kalunga, Dist-Sundargarh",Orissa,E-waste recycler/dismantler,730,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Mirtunjai Udyog (Dismantler),"At-AA/2, Civil Township, Rourkela Distt- Sundargarh",Orissa,E-waste recycler/dismantler,730,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Cosmic Net,"B-25, Saheed Nagar, Bhubaneswar",Orissa,E-waste recycler/dismantler,360,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Ecokart Technology Pvt. Ltd.,"At/PO/Mouza-Kuradhamala, Daleiput, Dist-Khordha",Orissa,E-waste recycler/dismantler,3000,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Ramky Enviro Engineer Ltd.,"Vill. Nimbuan, Tehsil Dera Bassi, District SAS Nagar",Punjab,E-waste recycler/dismantler,1200,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Spreco Recycling,"D-45, Industrial Area, Focal Point, Raikot, District Ludhiana",Punjab,E-waste recycler/dismantler,240,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
K.J. Recycler,"C-38, Sanjay Gandhi Nagar, Industrial Area, Jalandhar",Punjab,E-waste recycler/dismantler,600,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Black Diamond Cements Pvt. Ltd. (E-Waste Dismantling & Recycling Facility),"Village Humayunpur, Nariangarh Road, Tehsil Dera Bassi, District SAS Nagar",Punjab,E-waste recycler/dismantler,2400,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Cosmos Recycling,"Grewal Nagar, Street No. 2, VPO Hambran Jagroan, Ludhiana",Punjab,E-waste recycler/dismantler,450,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Stellar Recycling LLP,"Village Lakhowal (H.B.No.190), Tehsil & District Ludhiana",Punjab,E-waste recycler/dismantler,3600,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Kumar Enterprises,"Malerkotla Road, village dulladi, teh nabha, Distt. Patiala",Punjab,E-waste recycler/dismantler,1002,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
Green Bird Recycling,"223, Hadbast, Vill. Magarh, Kohara Macchiwara Road, Ludhiana",Punjab,E-waste recycler/dismantler,600,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
H.M.E-waste Management,"G1-226, RIICO Ind.Area, Kehrani Bhiwadi (Extn.) Tijara Distt-Alwar",Rajasthan,E-waste recycler/dismantler,895,Authorized,"Official CPCB-affiliated national authorization list (user-uploaded PDF, as on 08-06-2023)"
